Temps [s];RSSI [dB];Tension [V];Courant [A];Capacite [Ah];Energie [Wh];Element 1 [V];Element 2 [V];Element 3 [V];Element 4 [V];Element 5 [V];Element 6 [V];Element 7 [V];Element 8 [V];Element 9 [V];Element 10 [V];Element 11 [V];Element 12 [V];BM2 Tension 1 [V];Temp. 1 Mot   [*C];Temp. 2 Amb   [*C];Temp. 3 Bat   [*C];Temp. 4 Reg   [*C]
583.0;-42;46.4;14.3;1.57;75.74;3.86;3.87;3.89;3.89;3.88;3.88;3.87;3.88;3.87;3.88;3.88;3.87;8.11;39;18;22;54
584.0;-38;46.4;12.4;1.57;75.74;3.86;3.88;3.89;3.89;3.89;3.88;3.87;3.88;3.87;3.88;3.88;3.88;8.11;39;18;22;54
585.0;-36;46.4;12.3;1.65;75.74;3.86;3.88;3.89;3.89;3.89;3.88;3.87;3.89;3.88;3.89;3.88;3.88;8.11;39;18;22;54
586.0;-36;46.4;12.7;1.65;75.74;3.86;3.88;3.90;3.89;3.89;3.88;3.87;3.89;3.88;3.89;3.88;3.88;8.11;39;18;22;54
587.0;-33;46.4;12.7;1.65;75.74;3.86;3.88;3.90;3.89;3.89;3.88;3.87;3.89;3.88;3.89;3.88;3.88;8.11;39;18;22;54
588.0;-21;46.4;14.5;1.65;78.82;3.86;3.88;3.89;3.89;3.89;3.88;3.87;3.88;3.88;3.89;3.88;3.88;8.11;39;18;22;54
589.0;-47;46.4;20.9;1.65;78.82;3.86;3.87;3.89;3.89;3.88;3.88;3.87;3.88;3.88;3.88;3.88;3.87;8.11;37;17;22;55
590.0;-54;46.4;20.9;1.65;78.82;3.83;3.84;3.86;3.85;3.86;3.85;3.84;3.85;3.84;3.85;3.84;3.83;8.11;37;17;22;55
591.0;-38;45.8;43.0;1.65;78.82;3.82;3.83;3.85;3.85;3.84;3.84;3.83;3.84;3.83;3.84;3.83;3.82;8.11;37;17;22;55
592.0;-40;45.8;43.0;1.65;78.82;3.80;3.82;3.83;3.83;3.82;3.82;3.81;3.83;3.82;3.82;3.80;3.80;8.11;37;17;22;55
593.0;-39;45.5;48.6;1.65;78.82;3.82;3.83;3.85;3.85;3.82;3.81;3.80;3.82;3.81;3.81;3.79;3.79;8.11;37;17;22;55
594.0;-39;45.8;29.0;1.65;78.82;3.82;3.83;3.85;3.85;3.85;3.84;3.83;3.84;3.83;3.84;3.83;3.83;8.11;37;17;22;55
595.0;-41;46.0;13.1;1.65;78.82;3.84;3.86;3.88;3.87;3.84;3.84;3.86;3.87;3.86;3.87;3.86;3.86;8.11;37;17;22;55
596.0;-44;46.3;9.1;1.65;78.82;3.85;3.87;3.89;3.88;3.87;3.87;3.86;3.87;3.86;3.87;3.86;3.86;8.11;37;17;22;54
597.0;-34;46.3;9.1;1.65;78.82;3.85;3.87;3.89;3.88;3.88;3.88;3.87;3.88;3.87;3.88;3.87;3.87;8.11;37;17;22;54
598.0;-46;46.3;15.2;1.73;78.82;3.85;3.86;3.88;3.87;3.88;3.87;3.86;3.87;3.87;3.88;3.87;3.86;8.11;37;17;22;54
599.0;-35;46.3;14.6;1.73;78.82;3.85;3.87;3.88;3.88;3.88;3.87;3.86;3.87;3.87;3.87;3.87;3.87;8.11;37;17;22;54
600.0;-35;46.3;14.6;1.73;78.82;3.83;3.85;3.86;3.86;3.85;3.85;3.84;3.85;3.85;3.85;3.84;3.84;8.11;37;17;22;54
601.0;-39;45.8;41.4;1.73;83.23;3.81;3.83;3.84;3.84;3.84;3.83;3.82;3.84;3.83;3.84;3.82;3.82;8.11;37;17;22;54
602.0;-52;45.8;41.4;1.73;83.23;3.79;3.80;3.82;3.82;3.82;3.81;3.80;3.82;3.80;3.81;3.79;3.79;8.11;37;17;22;54
603.0;-47;45.4;42.0;1.73;83.23;3.79;3.80;3.82;3.82;3.83;3.83;3.81;3.83;3.82;3.83;3.81;3.81;8.11;37;17;22;54
604.0;-43;45.8;20.4;1.73;83.23;3.81;3.83;3.84;3.84;3.83;3.84;3.82;3.84;3.83;3.83;3.82;3.82;8.11;37;17;22;54
605.0;-41;45.9;21.8;1.73;83.23;3.82;3.84;3.86;3.85;3.85;3.84;3.83;3.85;3.84;3.85;3.84;3.83;8.11;37;17;22;54
606.0;-40;46.4;0.5;1.73;83.23;3.86;3.87;3.89;3.88;3.88;3.88;3.87;3.88;3.87;3.88;3.88;3.88;8.11;37;17;22;54
607.0;-52;46.4;0.5;1.73;83.23;3.86;3.88;3.89;3.89;3.89;3.88;3.87;3.89;3.88;3.89;3.89;3.88;8.11;37;17;22;54
608.0;-44;46.5;0.3;1.73;83.23;3.87;3.88;3.90;3.89;3.90;3.89;3.88;3.89;3.89;3.90;3.89;3.89;8.11;37;17;22;54
609.0;-38;46.6;0.3;1.73;83.23;3.87;3.88;3.90;3.90;3.90;3.89;3.88;3.89;3.89;3.90;3.89;3.89;8.11;37;17;22;54
610.0;-39;46.6;0.3;1.73;83.23;3.87;3.89;3.91;3.90;3.90;3.89;3.89;3.89;3.89;3.90;3.89;3.89;8.11;37;17;22;54
611.0;-35;46.6;0.3;1.79;83.23;3.87;3.89;3.90;3.90;3.90;3.89;3.89;3.90;3.89;3.90;3.90;3.89;8.11;37;17;22;54
612.0;-33;46.6;0.3;1.79;83.23;3.88;3.89;3.91;3.90;3.90;3.90;3.89;3.90;3.89;3.90;3.89;3.90;8.11;33;17;22;54
613.0;-32;46.6;0.3;1.79;83.23;3.88;3.89;3.91;3.90;3.90;3.90;3.89;3.90;3.89;3.91;3.90;3.90;8.11;33;17;22;54
614.0;-29;46.7;0.3;1.79;83.23;3.88;3.89;3.91;3.90;3.90;3.90;3.89;3.90;3.89;3.91;3.90;3.90;8.11;32;17;22;54
615.0;-23;46.7;0.3;1.79;84.77;3.88;3.89;3.91;3.90;3.90;3.90;3.89;3.90;3.90;3.90;3.90;3.90;8.11;32;17;22;54
616.0;-24;46.7;0.3;1.79;84.77;3.88;3.89;3.91;3.90;3.91;3.90;3.89;3.90;3.90;3.91;3.90;3.90;8.11;32;17;22;54
617.0;-20;46.7;0.3;1.79;84.77;3.86;3.88;3.90;3.89;3.91;3.90;3.88;3.89;3.88;3.89;3.88;3.89;8.11;32;17;22;54
618.0;-21;46.4;12.2;1.79;84.77;3.86;3.88;3.90;3.89;3.89;3.89;3.88;3.89;3.88;3.89;3.88;3.89;8.11;33;17;22;53
619.0;-30;46.1;17.1;1.79;84.77;3.84;3.86;3.87;3.87;3.88;3.88;3.87;3.88;3.87;3.88;3.87;3.87;8.11;33;17;22;53
620.0;-38;46.1;17.1;1.79;84.77;3.81;3.83;3.84;3.84;3.87;3.86;3.82;3.84;3.83;3.84;3.82;3.82;8.11;33;17;22;53
621.0;-20;45.8;38.0;1.79;84.77;3.80;3.82;3.83;3.83;3.83;3.82;3.81;3.83;3.82;3.82;3.81;3.80;8.11;33;17;22;53
622.0;-16;45.8;38.0;1.79;84.77;3.79;3.81;3.83;3.82;3.82;3.81;3.80;3.82;3.81;3.82;3.80;3.79;8.11;33;17;22;53
623.0;-17;45.6;28.0;1.79;84.77;3.79;3.81;3.82;3.82;3.84;3.83;3.83;3.84;3.83;3.84;3.83;3.82;8.11;33;17;22;53
624.0;-19;45.5;43.8;1.79;84.77;3.78;3.80;3.82;3.82;3.82;3.81;3.80;3.81;3.80;3.81;3.79;3.79;8.11;33;17;22;53
625.0;-20;45.5;37.6;1.86;84.77;3.80;3.81;3.83;3.83;3.81;3.81;3.81;3.82;3.81;3.82;3.81;3.81;8.11;33;17;22;53
626.0;-18;45.4;45.0;1.86;84.77;3.78;3.80;3.81;3.81;3.81;3.80;3.79;3.81;3.80;3.80;3.79;3.78;8.11;33;17;22;53
627.0;-20;45.4;45.0;1.86;84.77;3.81;3.82;3.84;3.84;3.83;3.83;3.82;3.83;3.82;3.83;3.82;3.82;8.04;33;17;22;53
628.0;-22;45.4;35.4;1.86;89.99;3.78;3.81;3.82;3.81;3.81;3.81;3.80;3.81;3.80;3.81;3.79;3.79;8.04;33;17;22;53
629.0;-22;45.3;42.7;1.86;89.99;3.78;3.80;3.81;3.81;3.81;3.80;3.79;3.81;3.80;3.81;3.79;3.79;8.04;33;17;22;53
630.0;-24;45.3;42.7;1.86;89.99;3.76;3.78;3.80;3.79;3.79;3.78;3.77;3.79;3.78;3.79;3.76;3.77;8.04;33;17;22;53
631.0;-24;45.3;55.3;1.86;89.99;3.79;3.81;3.82;3.82;3.81;3.81;3.80;3.82;3.81;3.81;3.80;3.79;8.04;33;17;22;53
632.0;-18;45.3;55.3;1.86;89.99;3.77;3.79;3.80;3.80;3.80;3.80;3.78;3.80;3.79;3.79;3.78;3.79;8.04;33;17;22;53
633.0;-23;45.2;42.6;1.86;89.99;3.77;3.79;3.80;3.80;3.80;3.79;3.78;3.80;3.79;3.79;3.78;3.77;8.04;33;17;22;53
634.0;-15;45.2;32.5;1.86;89.99;3.76;3.78;3.79;3.79;3.78;3.78;3.77;3.78;3.78;3.78;3.76;3.76;8.04;33;17;22;53
635.0;-17;45.3;43.1;1.86;89.99;3.76;3.78;3.80;3.79;3.79;3.78;3.77;3.79;3.78;3.79;3.77;3.77;8.04;37;17;22;53
636.0;-20;45.2;40.4;1.86;89.99;3.77;3.78;3.80;3.80;3.79;3.79;3.78;3.80;3.78;3.79;3.78;3.77;8.04;37;17;22;53
637.0;-18;45.2;40.4;1.86;89.99;3.77;3.79;3.80;3.80;3.79;3.79;3.78;3.80;3.78;3.79;3.78;3.77;8.04;37;17;22;53
638.0;-18;45.2;35.1;2.01;89.99;3.76;3.77;3.79;3.79;3.80;3.79;3.78;3.80;3.79;3.80;3.78;3.78;8.04;37;17;22;53
639.0;-21;45.1;39.7;2.01;89.99;3.76;3.78;3.79;3.78;3.78;3.78;3.77;3.79;3.77;3.78;3.77;3.76;8.06;37;17;22;53
640.0;-23;45.1;39.7;2.01;89.99;3.79;3.80;3.82;3.81;3.81;3.81;3.80;3.81;3.81;3.81;3.80;3.80;8.06;37;17;22;53
641.0;-24;45.3;23.4;2.01;96.77;3.74;3.76;3.77;3.77;3.81;3.81;3.75;3.77;3.76;3.76;3.80;3.80;8.06;37;17;22;53
642.0;-22;45.1;77.7;2.01;96.77;3.77;3.79;3.80;3.80;3.79;3.79;3.78;3.80;3.79;3.79;3.78;3.78;8.06;37;17;22;53
643.0;-23;45.1;77.7;2.01;96.77;3.71;3.73;3.75;3.74;3.73;3.73;3.72;3.74;3.73;3.73;3.70;3.70;8.06;37;17;22;53
644.0;-35;44.6;58.6;2.01;96.77;3.72;3.74;3.75;3.76;3.74;3.74;3.73;3.75;3.74;3.75;3.73;3.72;8.06;37;17;22;53
645.0;-42;44.6;58.6;2.01;96.77;3.73;3.75;3.76;3.76;3.74;3.74;3.73;3.75;3.74;3.75;3.72;3.72;8.06;37;17;22;53
646.0;-35;44.8;49.2;2.01;96.77;3.73;3.75;3.77;3.76;3.75;3.75;3.74;3.76;3.75;3.76;3.74;3.73;8.06;37;17;22;53
647.0;-44;44.8;49.2;2.01;96.77;3.73;3.75;3.76;3.77;3.76;3.75;3.74;3.76;3.75;3.76;3.74;3.74;8.06;37;17;22;53
648.0;-53;45.1;18.0;2.01;96.77;3.78;3.80;3.81;3.80;3.76;3.75;3.74;3.76;3.75;3.76;3.79;3.79;8.06;37;17;22;53
649.0;-60;45.1;18.0;2.01;96.77;3.78;3.80;3.81;3.81;3.81;3.80;3.79;3.81;3.80;3.81;3.79;3.79;8.06;37;17;22;53
650.0;-53;45.1;18.0;2.01;96.77;3.79;3.80;3.82;3.81;3.81;3.81;3.80;3.81;3.80;3.81;3.80;3.79;8.06;37;17;22;53
651.0;-59;45.5;15.7;2.16;96.77;3.80;3.82;3.83;3.82;3.81;3.81;3.80;3.81;3.80;3.81;3.80;3.79;8.10;37;17;22;53
652.0;-46;45.7;8.8;2.16;96.77;3.80;3.82;3.83;3.82;3.82;3.82;3.81;3.82;3.82;3.83;3.82;3.81;8.10;37;17;22;53
653.0;-41;45.7;8.8;2.16;96.77;3.81;3.83;3.84;3.83;3.83;3.83;3.82;3.83;3.83;3.84;3.82;3.83;8.10;37;17;22;53
654.0;-44;45.8;10.0;2.16;96.77;3.81;3.83;3.84;3.84;3.83;3.83;3.82;3.83;3.83;3.83;3.83;3.82;8.10;37;17;22;53
655.0;-41;45.8;10.0;2.16;102.08;3.81;3.83;3.84;3.84;3.83;3.83;3.82;3.84;3.83;3.84;3.83;3.83;8.10;37;17;22;53
656.0;-45;45.8;8.6;2.16;102.08;3.82;3.83;3.85;3.84;3.84;3.84;3.83;3.84;3.83;3.84;3.83;3.83;8.10;37;17;22;53
657.0;-48;45.8;8.6;2.16;102.08;3.83;3.84;3.86;3.85;3.85;3.85;3.84;3.85;3.85;3.85;3.85;3.85;8.10;40;18;22;56
658.0;-35;46.1;0.4;2.16;102.08;3.83;3.85;3.86;3.85;3.86;3.85;3.84;3.85;3.85;3.86;3.85;3.85;8.10;40;18;22;56
659.0;-45;46.1;0.5;2.16;102.08;3.83;3.85;3.86;3.85;3.86;3.85;3.84;3.85;3.85;3.86;3.85;3.85;8.10;39;18;22;56
660.0;-35;46.1;0.5;2.16;102.08;3.84;3.85;3.87;3.86;3.86;3.85;3.85;3.85;3.85;3.86;3.85;3.86;8.10;39;18;22;56
661.0;-37;46.1;0.3;2.16;102.08;3.84;3.85;3.87;3.86;3.86;3.85;3.85;3.86;3.85;3.86;3.85;3.86;8.10;39;18;22;56
662.0;-34;46.1;0.3;2.16;102.08;3.84;3.85;3.87;3.86;3.86;3.85;3.85;3.86;3.86;3.86;3.86;3.86;8.10;39;18;22;56
663.0;-27;46.1;2.1;2.16;102.08;3.84;3.85;3.86;3.86;3.86;3.86;3.85;3.86;3.85;3.86;3.86;3.85;8.11;39;18;22;56
664.0;-26;46.1;1.0;2.16;102.08;3.84;3.85;3.87;3.86;3.86;3.85;3.85;3.86;3.85;3.86;3.86;3.86;8.11;39;18;22;56
665.0;-15;46.2;0.3;2.18;102.08;3.84;3.85;3.87;3.86;3.86;3.86;3.85;3.86;3.86;3.86;3.86;3.86;8.11;39;18;22;56
666.0;-17;46.1;5.5;2.18;102.08;3.83;3.85;3.86;3.86;3.86;3.85;3.85;3.85;3.85;3.86;3.85;3.85;8.11;39;18;22;56
667.0;-20;46.1;5.5;2.18;102.08;3.80;3.82;3.83;3.83;3.85;3.84;3.83;3.84;3.84;3.85;3.84;3.84;8.11;39;18;22;56
668.0;-14;45.6;30.9;2.18;103.06;3.79;3.81;3.82;3.82;3.82;3.82;3.81;3.82;3.82;3.82;3.81;3.81;8.11;39;18;22;56
669.0;-15;45.5;26.0;2.18;103.06;3.77;3.78;3.80;3.80;3.82;3.81;3.78;3.79;3.78;3.79;3.80;3.80;8.11;39;18;22;56
670.0;-20;45.5;26.0;2.18;103.06;3.76;3.78;3.80;3.79;3.79;3.78;3.77;3.79;3.78;3.79;3.77;3.77;8.11;39;18;22;56
671.0;-27;45.1;43.6;2.18;103.06;3.75;3.77;3.78;3.78;3.77;3.77;3.76;3.77;3.77;3.77;3.75;3.75;8.11;39;18;22;56
672.0;-21;45.0;38.0;2.18;103.06;3.77;3.79;3.80;3.80;3.79;3.79;3.78;3.79;3.78;3.79;3.78;3.78;8.11;39;18;22;56
673.0;-13;45.0;38.0;2.18;103.06;3.73;3.75;3.76;3.77;3.78;3.78;3.74;3.76;3.75;3.76;3.76;3.76;8.11;39;18;22;56
674.0;-11;45.0;46.0;2.18;103.06;3.77;3.79;3.80;3.79;3.76;3.76;3.78;3.79;3.79;3.79;3.78;3.78;8.11;39;18;22;56
675.0;-20;45.0;46.0;2.18;103.06;3.77;3.79;3.80;3.79;3.79;3.78;3.78;3.79;3.79;3.79;3.78;3.78;8.04;39;18;22;56
676.0;-20;44.5;29.7;2.18;103.06;3.73;3.74;3.75;3.76;3.74;3.74;3.72;3.75;3.73;3.74;3.71;3.71;8.04;39;18;22;56
677.0;-11;44.5;29.7;2.18;103.06;3.74;3.76;3.78;3.77;3.75;3.74;3.75;3.77;3.76;3.77;3.75;3.75;8.04;39;18;22;56
678.0;-17;45.0;35.9;2.30;103.06;3.74;3.76;3.77;3.77;3.77;3.76;3.75;3.77;3.76;3.76;3.75;3.75;8.04;38;18;23;56
679.0;-18;45.0;33.3;2.30;103.06;3.74;3.76;3.77;3.77;3.76;3.76;3.75;3.77;3.76;3.76;3.74;3.74;8.04;38;18;23;56
680.0;-17;45.0;33.3;2.30;103.06;3.74;3.75;3.77;3.77;3.76;3.76;3.75;3.76;3.75;3.76;3.74;3.74;8.04;38;18;23;56
681.0;-14;44.8;31.4;2.30;109.77;3.71;3.73;3.74;3.74;3.73;3.73;3.72;3.74;3.73;3.73;3.71;3.70;8.04;38;18;23;56
682.0;-11;44.7;42.6;2.30;109.77;3.74;3.76;3.77;3.77;3.76;3.76;3.75;3.77;3.76;3.77;3.74;3.74;8.04;38;18;23;56
683.0;-9;44.7;42.6;2.30;109.77;3.73;3.75;3.76;3.76;3.76;3.75;3.74;3.76;3.75;3.76;3.74;3.74;8.04;38;18;23;56
684.0;-13;44.7;14.5;2.30;109.77;3.75;3.77;3.78;3.78;3.77;3.77;3.76;3.77;3.76;3.77;3.76;3.76;8.04;38;18;23;56
685.0;-17;44.7;14.5;2.30;109.77;3.73;3.75;3.76;3.75;3.75;3.75;3.73;3.75;3.74;3.75;3.73;3.73;8.04;39;18;23;56
686.0;-11;44.8;38.2;2.30;109.77;3.73;3.75;3.76;3.76;3.75;3.75;3.74;3.76;3.75;3.76;3.74;3.74;8.04;39;18;23;56
687.0;-12;44.8;38.2;2.30;109.77;3.75;3.77;3.79;3.78;3.78;3.77;3.76;3.78;3.77;3.78;3.77;3.77;8.04;39;18;23;56
688.0;-11;44.8;73.3;2.30;109.77;3.71;3.73;3.75;3.74;3.74;3.74;3.72;3.74;3.73;3.74;3.72;3.72;8.04;39;18;23;56
689.0;-18;44.4;72.0;2.30;109.77;3.71;3.73;3.74;3.74;3.73;3.73;3.72;3.74;3.73;3.73;3.71;3.70;8.04;39;18;23;56
690.0;-13;44.4;72.0;2.30;109.77;3.69;3.71;3.72;3.72;3.71;3.71;3.70;3.72;3.71;3.72;3.69;3.68;8.04;39;18;23;56
691.0;-30;44.2;61.4;2.47;109.77;3.69;3.71;3.72;3.72;3.72;3.71;3.69;3.72;3.70;3.71;3.69;3.68;8.04;39;18;23;56
692.0;-35;44.3;64.1;2.47;109.77;3.68;3.71;3.72;3.72;3.71;3.71;3.69;3.72;3.70;3.71;3.68;3.69;8.04;39;18;23;56
693.0;-31;44.3;64.1;2.47;109.77;3.73;3.75;3.76;3.76;3.76;3.75;3.74;3.76;3.75;3.76;3.75;3.75;8.04;39;18;23;56
694.0;-28;44.4;68.3;2.47;109.77;3.68;3.70;3.71;3.72;3.75;3.74;3.73;3.75;3.74;3.75;3.73;3.73;8.04;39;18;23;56
695.0;-32;44.4;68.3;2.47;117.82;3.70;3.71;3.73;3.73;3.70;3.70;3.71;3.72;3.71;3.72;3.68;3.68;8.04;39;18;23;56
696.0;-30;44.3;55.4;2.47;117.82;3.74;3.76;3.77;3.77;3.72;3.71;3.75;3.76;3.76;3.77;3.76;3.76;8.04;39;18;23;56
697.0;-30;44.3;55.4;2.47;117.82;3.70;3.72;3.73;3.73;3.72;3.72;3.71;3.73;3.72;3.73;3.71;3.71;8.04;39;18;23;56
698.0;-33;44.5;38.0;2.47;117.82;3.69;3.71;3.73;3.72;3.72;3.72;3.71;3.73;3.72;3.73;3.71;3.71;8.04;39;18;23;56
699.0;-38;44.4;39.1;2.47;117.82;3.72;3.74;3.75;3.74;3.72;3.71;3.73;3.74;3.74;3.74;3.70;3.69;8.04;39;18;23;56
700.0;-46;44.4;39.1;2.47;117.82;3.72;3.74;3.75;3.75;3.75;3.73;3.73;3.75;3.74;3.74;3.73;3.73;8.04;42;18;24;58
701.0;-50;44.8;25.6;2.47;117.82;3.73;3.75;3.76;3.76;3.76;3.75;3.73;3.75;3.74;3.74;3.73;3.73;8.04;42;18;24;58
702.0;-50;44.8;25.6;2.47;117.82;3.73;3.75;3.76;3.76;3.76;3.75;3.73;3.75;3.74;3.74;3.74;3.74;8.04;42;18;23;58
703.0;-52;44.8;25.6;2.47;117.82;3.77;3.79;3.80;3.80;3.74;3.75;3.78;3.79;3.79;3.80;3.73;3.73;8.04;42;18;23;58
704.0;-36;45.5;0.3;2.47;117.82;3.78;3.80;3.81;3.80;3.80;3.79;3.79;3.80;3.80;3.80;3.73;3.73;8.04;42;18;23;58
705.0;-40;45.5;0.3;2.61;117.82;3.79;3.80;3.81;3.81;3.80;3.80;3.80;3.81;3.80;3.81;3.80;3.80;8.04;42;18;23;58
706.0;-38;45.4;10.6;2.61;117.82;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.78;3.79;8.04;42;18;23;58
707.0;-31;45.4;10.6;2.61;117.82;3.77;3.79;3.80;3.79;3.79;3.79;3.78;3.79;3.79;3.80;3.78;3.79;8.04;42;18;23;58
708.0;-26;45.3;12.2;2.61;122.19;3.77;3.79;3.80;3.80;3.79;3.79;3.78;3.79;3.79;3.80;3.79;3.79;8.04;42;18;23;58
709.0;-42;44.9;41.5;2.61;122.19;3.75;3.77;3.78;3.78;3.77;3.77;3.76;3.78;3.77;3.78;3.77;3.76;8.08;42;18;23;58
710.0;-38;44.9;41.5;2.61;122.19;3.72;3.73;3.75;3.74;3.74;3.74;3.72;3.74;3.73;3.74;3.77;3.76;8.08;42;18;23;58
711.0;-54;44.5;49.1;2.61;122.19;3.71;3.73;3.74;3.74;3.73;3.73;3.72;3.74;3.73;3.73;3.71;3.71;8.08;42;18;23;58
712.0;-41;44.5;28.6;2.61;122.19;3.70;3.72;3.73;3.73;3.72;3.73;3.71;3.73;3.72;3.73;3.70;3.71;8.08;42;18;23;58
713.0;-44;44.5;28.6;2.61;122.19;3.74;3.76;3.77;3.77;3.72;3.72;3.75;3.76;3.75;3.76;3.75;3.75;8.08;42;18;23;58
714.0;-58;44.9;23.1;2.61;122.19;3.74;3.76;3.77;3.77;3.76;3.76;3.75;3.76;3.76;3.76;3.75;3.75;8.08;42;18;23;58
715.0;-59;44.9;23.1;2.61;122.19;3.74;3.76;3.77;3.77;3.76;3.76;3.75;3.76;3.76;3.76;3.75;3.75;8.08;42;18;23;58
716.0;-44;44.9;22.8;2.61;122.19;3.74;3.76;3.77;3.76;3.76;3.76;3.75;3.77;3.76;3.77;3.76;3.75;8.08;42;18;23;58
717.0;-43;44.9;22.8;2.61;122.19;3.75;3.76;3.78;3.77;3.76;3.76;3.76;3.77;3.76;3.77;3.76;3.76;8.08;42;18;23;58
718.0;-44;45.0;19.9;2.71;122.19;3.75;3.77;3.78;3.78;3.77;3.76;3.76;3.77;3.77;3.77;3.76;3.76;8.08;42;18;23;58
719.0;-52;45.1;15.3;2.71;122.19;3.76;3.77;3.78;3.78;3.77;3.77;3.76;3.78;3.77;3.78;3.77;3.77;8.08;42;18;23;58
720.0;-42;45.1;15.3;2.71;122.19;3.76;3.78;3.78;3.78;3.78;3.78;3.77;3.78;3.77;3.78;3.77;3.77;8.09;42;18;23;58
721.0;-40;45.2;12.7;2.71;126.66;3.76;3.78;3.79;3.79;3.78;3.78;3.77;3.78;3.78;3.79;3.77;3.77;8.09;42;18;23;58
722.0;-37;45.2;12.6;2.71;126.66;3.76;3.78;3.79;3.78;3.79;3.78;3.77;3.79;3.78;3.79;3.78;3.78;8.09;41;18;24;60
723.0;-34;45.2;12.6;2.71;126.66;3.76;3.78;3.79;3.79;3.79;3.78;3.77;3.78;3.78;3.79;3.78;3.78;8.09;41;18;24;60
724.0;-31;44.9;34.6;2.71;126.66;3.75;3.77;3.78;3.78;3.77;3.77;3.76;3.78;3.77;3.78;3.76;3.77;8.09;40;18;24;60
725.0;-31;44.9;34.6;2.71;126.66;3.72;3.74;3.75;3.74;3.75;3.75;3.74;3.75;3.74;3.75;3.74;3.74;8.09;40;18;24;60
726.0;-31;44.6;39.6;2.71;126.66;3.71;3.73;3.74;3.74;3.74;3.74;3.72;3.74;3.73;3.73;3.72;3.72;8.09;40;18;24;60
